delete_reason,Human Annotation 
Sudah tidak relevan dgn Date skr. Mau coba date married couple.,alasan_date
Sdh tidak relevan dgn date skr. Mau coba mencari married couple group.,alasan_date
Mau lihat opsi Date married couple,alasan_date
Mau non aktif date dulu dan nanti apabila sudah ready akan join date lain yang dekat dengan tempat tinggal saat ini (Bekasi),alasan_date
Sudah pindah ke kota lain (Papua),lokasi
Sudah lama tidak aktif dan tidak ada kabar,tidak_ada_respon
Sudah pindah ke kota lain (Palembang),lokasi
Sudah lama tidak aktif dan tidak merespon wa,tidak_ada_respon
Sudah tidak aktif dan sudah diberitahukan,tidak_ada_respon
date member mau cari date di hari rabu,waktu_tidak_sesuai
"Sudah tidak ada kabar sejak september 2022. Ditelpon diriject. Dichat tidak dibalas. Sudah tanya TL tempat Claudya melayani, ternyata sedang difreeze pelayanannya.",tidak_ada_respon
Tidak hadir DATE dalam 3 bulan,tidak_ada_respon
Tidak hadir DATE dalam 3 bulan,tidak_ada_respon
Sudah lama tidak aktif di DATE. Sudah pamit mundur.,tidak_ada_respon
"He decided to be planted in a different church, GBI Alam Sutera, due to family reasons",tertanam_di_gereja_lain
Pindah pekerjaan keluar jakarta,lokasi
"Komitmen, ketidakcocokan ybs dengan date MK1",waktu_tidak_sesuai
study abroad and find a local church,lokasi
Pindah ke Bangkok untuk pekerjaan,lokasi
date member sudah berpindah tempat tinggal dan ingin mencari yg dekat dgn tempat tinggal nya,lokasi
Sdh lama tidak hadir dipertemuan Date dan sdh di konfirmaikan bahwa tidak iikut date lagi dikarenakan kesibukan,waktu_tidak_sesuai
Tidak datang ke DATE dan ke gereja,tidak_ada_respon
DM pindah rumah ke Gunung Sindur. kerjanya di Jakarta full wfo.tdk bisa ikutan DATE lg krn ga bisa atur jadwal.,lokasi
"Karena belom tertarik untuk berkomunitas lagi , dan ingin menyesuaikan kehidupan pribadi dulu sementara.",others
"Tidak aktif, sudah diconfirm ok bukan sebagai anggota date lagi",tidak_ada_respon
Pindah Gereja setelah menikah.,tertanam_di_gereja_lain
Pindah Gereja setelah menikah,tertanam_di_gereja_lain
"kesulitan karena berbeda kota, ada baiknya Lievia berada di gereja yang ada di lampung.",lokasi
hanya istrinya yang aktif.....,tidak_ada_respon
Masih mencari date baru yang dekat lokasi tempat tinggalnya,alasan_date
Sudah tidak datang lebih dari 3 bulan,tidak_ada_respon
Sudah lebih dari 3 bulan ijin untuk vakum dari date dan hari ini baru mau mulai cari date baru,tidak_ada_respon
Tidak hadir didate lebih dr 3 bulan,tidak_ada_respon
"Tidak pernah hadir, hanya daftar untuk dpt seat",tidak_ada_respon
"Sdh jarang hadir sejak 2 thn belakangan ini, skrg katanya mau pindah DATE dgn alasan pindah rumah",lokasi
"Pindah DATE, alasan lebih dekat dengan pacar",alasan_date
"Dtg hanya 1x, seterusnya tdk pernah hadir. Sdh di japri, tp alasan selalu sibuk dan nanti dikabarin.",waktu_tidak_sesuai
plan to move to another date,alasan_date
plan to move to another date,alasan_date
member memilih untuk pindah date lain untuk sementara off dulu selama 3 bulan.,alasan_date
never join Date meeting online and offline for past 6 months,tidak_ada_respon
"setelah menikah, ikut suami dan tinggal di Wonosobo",lokasi
sudah tidak ada di date lagi dan sudah w.a berada di surabaya,lokasi
non-active for almost 1yr & he request to be removed from Date due to busy schedule (work &sfudies at the same time).,waktu_tidak_sesuai
Yang bersangkutan memutuskan untuk tertanam di gereja lokal lain,tertanam_di_gereja_lain
Yang bersangkutan memutuskan untuk tertanam di gereja lokal lain,tertanam_di_gereja_lain
"Sudah lebih dari setahun tidak ada kabar dan keikutsertaan William di dalam DATE, sejak terakhir ia ijin utk vakum sejenak ketika istrinya mulai hamil anak k-3 mereka . Setelah bbrp saat,  dihubungi bbrp kali tidak merespon, ketika diberi ucaoan selamat ulang tahun, jg  ucapan selamat ketika istrinya melahirkan tidak ada response sama sekali. William tiba-tiba 'leave' WAG DATE tanpa memberi kabar atau konfirmasi sama sekali. Setiap private message melalui WhatsApp ataupun sosmed tidak 
pernah dibalas, pdhal menurut bbrp teman DM status sosmednya selalu aktif.",tidak_ada_respon
"Hanny dan William suaminya, tidak ada kabar selama lebih dari setahun. Ketika dihubungi tidak merespon sama sekali, pdhal merespon kpd teman2 lain di luar DATE (melalui sosmed), tp tidak merespon sama sekali kpd teman2 DATE",tidak_ada_respon
sudah ada marvin sebagai dl baru,alasan_date
Lama tidak aktif dan juga tidak pernah ke gereja lagi,tidak_ada_respon
"Sudah tidak ada kabar, DL sudah menghubungi beberapa kali dan tidak ada respon.",tidak_ada_respon
Pindah sekeluarga ke Canada tahun lalu,lokasi
Pindah sekeluarga ke Canada tahun lalu.,lokasi
tidak memberi kabar soal kelanjutan di date,tidak_ada_respon
Member sudah pindah domisili ke surabaya,lokasi
Rio sekarang ditempatkan di luar kota Jakarta dan karena kesibukan kerja sudah sekitar 5 bulan tidak pernah join pertemuan date online lagi,lokasi
Yola has now a WFA. She is now mostly of time at Yogyakarta with her mom.,lokasi
date member sudah tidak bs hadir dalam pertemuan date karna harus menemani anak tidur di waktu date,waktu_tidak_sesuai
pindah keluar kota dan sudah tertanam di gereja lokal di kota nya,lokasi
"move to different city, and decided to stop going date. will continue if move back to jakarta",lokasi
Study abroad (Australia) tidak dapat mengikuti Date dikarenakan lokasi dan perbedaan waktu,lokasi
uda ga bisa aktif untuk saat ini. 3 bln ga hadir.,tidak_ada_respon
Resign dari DATE dan tdk beribadah di JPCC,tidak_ada_respon
Sudah tidak datang beberapa bulan,tidak_ada_respon
Tidak bisa dikontak selama bbrp bulan terakhir,tidak_ada_respon
minta ijin keluar dikarenakan ada komunitas lain,others
Aldo sudah pindah kerja ke daerah jakarta barat dan ingin mencari DATE sekitar sana,lokasi
Menetap di luar kota bersama keluarga,lokasi
Ikut suami untuk ibadah di gereja suami,tertanam_di_gereja_lain
Menetap di luar kota karena pekerjaan,lokasi
Sudah tidak pernah hadir ke Date,tidak_ada_respon
Sudah tidak pernah hadir ke Date,tidak_ada_respon
"Meninggal dikarenakan sakit, tahun lalu",others
Sedang sibuk mengurus keluarga sehingga tidak bisa fokus di date,waktu_tidak_sesuai
"Tidak pernah datang date, tidak bisa dihubungi",tidak_ada_respon
sudah tidak hadir date lebih dari 3 bulan,tidak_ada_respon
sudah tidak datang date Mega Kuningan 2 lebih dari 3 bulan.,tidak_ada_respon
"Setelah sudah bbrp bulan tidak datang Date, dan sulit berkomunikasi, akhirnya ybs memutuskan untuk tidak Date dulu.",tidak_ada_respon
Date member has moved to other city and found the local community,lokasi
DF yg menyamar jadi date member dan sdh menyelesaikan tugas nya,alasan_date
pindah pekerjaan di bandung dan mau tertanam di gereja setempat,lokasi
lebih dari 6 bulan tidak aktif,tidak_ada_respon
Menyatakan mengundurkan diri dari Date dan memilih untuk mencari Date sendiri.,alasan_date
"Karena lokasi kantornya di Cikarang, Rudy kesulitan untuk atur waktu hadir di DATE, di hari Sabtu Rudy dan Isterinya Merie harus ke rumah orang tuanya di daerah Bekasi yang mana hari Sabtu jadwal pertemuan DATE jadi   mereka di non-aktifkan dulu dari DATE Cengkareng 2, saya sudah sarankan untuk bisa join DATE yang hari sabtu di daerah Bekasi",lokasi
Ingin mencari date baru dikarenakan date lama sudah menjadi married couple,alasan_date
Move to another island & church to work and stays,lokasi
sudah tidak aktif lebih dari 3 bulan,tidak_ada_respon
Kerja sampe malem dan tidak bisa DATE lagi,waktu_tidak_sesuai
Kerja & kuliah Senin - Sabtu no time for DATE for now,waktu_tidak_sesuai
date member sudah meninggal dunia,others
Sudah tidak datang 3 bulan berturut-turut. Akan mencari DATE Sabtu,waktu_tidak_sesuai
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",lokasi
"sudah tdk bs date, rumah pindah ke serpong, ikt komunitas interdenominasi di cluster rumah",lokasi
ada issue keuagan.. lost kontak,others
Pindah gereja lain dan mau berhenti dari date,tertanam_di_gereja_lain
sudah tidak aktif di date dan lebih banyak stay di bandung,lokasi
bukan date member dan belum menikah jg dengan date member kg37,Admin
Has not been active for last one year,tidak_ada_respon
"Lokasi masih Cipinang, dan lama tidak aktif",lokasi
"Sudah lama tidak DATE, dan belum bisa join karna bentrok dengan kerjaan. Belum bisa cari yang lain.",waktu_tidak_sesuai
yang bersangkutan sudah keluar dari date kelapa gading 28,others
yang bersangkutan sudah keluar dari date kelapa gading 28,others
kesibukan kerja benturan dengan jadwal date,waktu_tidak_sesuai
"sibuk dengan kerjaan, tidak memungkinkan untuk bisa datang date",waktu_tidak_sesuai
"sibuk dengan kerjaan, tidak memungkinkan untuk berkomitment pada data saat ini",waktu_tidak_sesuai
melanjutkan studi keluar indonesia,lokasi
"she was a muslim dan skg karena keluarganya, dia memutuskan untuk kembali lagi. she been away from DATE for more than 6 months dan setelah diskusi, dia menjawab tidak mau bertumbuh lagi di date dan jpcc..",others
"Member would like to try a new DATE, considering she is graduated from college. The decision comes from the member herself.",alasan_date
info dari Gratcy kalau dia memutuskan kembali ke gereja dia sebelumnya,tertanam_di_gereja_lain
Double user name . Sudah terdaftar di nama yg sama,Admin
Lokasi DATE pindah jauh dr tempat tinggal DM,lokasi
Lokasi DATE pindah jauh dr tempat tinggal DM,lokasi
Sudah tidak aktif di dalam DATE,tidak_ada_respon
sudah berpindah jemaat ke kota lain,lokasi
Pinda ke Mesir ikut istri yg pekerjaan di sana.,lokasi
Sudah tidak bisa hadir karena date full on site,alasan_date
looking for another date krn jarak rumah,lokasi
looking for another date krn jarak rumah,lokasi
Cannot join Date krn lagi sibuk sm kerjaan,waktu_tidak_sesuai
tidak datang date dalam jangka waktu lama,tidak_ada_respon
Sudah pindah gereja setelah menikah,tertanam_di_gereja_lain
"Salah approved , jimmy tidak join jpcc",Admin
"Pindah luar kota, karena mau dekat dengan orang tua",lokasi
mutasi ke date gd 65 dengan alasan waktu date yang berbeda,waktu_tidak_sesuai
"Karena selama ini belum bisa datang ke date walopun online, sekarang sudah onsite pun belum bisa karena masih menemani anak-anak belajar di malam hari. Prioritas waktu untuk anak-anak",waktu_tidak_sesuai
Karena dia mau beribadah di gereja Katolik. Ikut date online waktu pandemi dan sekarang mau ibadah onsite di gereja Katolik.,tertanam_di_gereja_lain
"Karena istri belum bisa berada di dalan komunitas, jadi suami juga tidak bisa date onsite, pulang juga malam dari kantor. Sudah direkomendasikan untuk Date couple.",alasan_date
"Karena Date pindah lokasi, dan mau melahirkan di bulan Maret ini, kemungkinan besar tidak bisa date onsite untuk beberapa bulan ke depan.",lokasi
memutuskan untuk mundur dari date mk3,others
Pindah keluar kota dan tertanam local church lain,tertanam_di_gereja_lain
Sedang dalam mencari komunitas baru,others
Tidak ada waktu dan tidak dapat chemistrynya antar member,waktu_tidak_sesuai
Tidak ada waktu dan tidak dapat chemistrynya antar member,waktu_tidak_sesuai
Sibuk kuliah nanti date lagi kalau udah kelar,waktu_tidak_sesuai
pindah tempat tinggal ke luar kota,lokasi
sudah tidak aktif di date lagi,tidak_ada_respon
Pindah gereja dan juga pindah rumah!,tertanam_di_gereja_lain
Waktu berbenturan dengan pekerjaan!,waktu_tidak_sesuai
Pindah gereja karena rumah lebih dekat!,tertanam_di_gereja_lain
Untuk saat ini memutuskan tidak tertanam di dalam DATE. Sudah tidak pernah hadir.,tidak_ada_respon
No longer DATE member Date pejompongan 1,others
Akun Stevano Ayal untuk join di probition Date Rawamangun 4. Saat ini sudah ada akun resminya jadi akun ini di remove,Admin
decide untuk bergereja di tempat lain mengikuti suami,tertanam_di_gereja_lain
"Setelah selesai probation DM ga pernah join date, saya menyarankan untuk DM ini cari date di hari yg lain jika berhalangan di hari kamis",tidak_ada_respon
"aktif di gereja lain, tidak lagi di JPCC",tertanam_di_gereja_lain
"Sudah pindah ke Amerika, tidak ke jpcc lagi",lokasi
"Tidak aktif, sudah tidak ke Jpcc lagi",tidak_ada_respon
Looking for other DATE on weekend to match her working schedule,waktu_tidak_sesuai
No longer attending date for more than 3 months,tidak_ada_respon
No longer attending DATE for more than a year,tidak_ada_respon
No longer attending date for 3 months,tidak_ada_respon
Request utk leave DATE krn mau cari DATE yg married couple aja,alasan_date
Request utk leave DATE krn mau cari DATE yg married couple aja,alasan_date
Sedang menjalani S2 di luar negeri!,lokasi
"Sudah tidaj pernah join date lagi,katanya waktu jam kerja dan jadwal date bentrok.",waktu_tidak_sesuai
Sudah tidak bisa join DATE dari beberapa waktu lama.di hubungi tidak di bls-bls,tidak_ada_respon
sudah pindah dan tidak bergereja lagi di jpcc,lokasi
Pindah DATE untuk couple dan waktu berbenturan dengan pekerjaan!,waktu_tidak_sesuai
tidak pernah datang date lagi.. untuk sementara di remove dahulu,tidak_ada_respon
Pindah DATE dikarenakan waktu berbenturan dengan kuliah malam dan pekerjaan!,waktu_tidak_sesuai
Belum menjadi date member seharusnya masih probation,Admin
Tidak hadir lebih dari 3 bulan dan tidak ada kabar lagi,tidak_ada_respon
Sudah tidak pernah datang DATE,tidak_ada_respon
Yang bersangkutan sudah sulit dihubungi,tidak_ada_respon
"data tiba2 ada di myjpcc date mk2, padahal bukan member",Admin
Can no longer be contacted by wa - salah masukin,tidak_ada_respon
"member sedang fokus di pekerjaan, dan masa depannya",waktu_tidak_sesuai
Ybs memutuskan utk ngga lanjut DATE krn alasan pribadi. Ybs juga saat ini berdomisili di New Zealand krn penugasan kantor,lokasi
Will be transfer to Kelapa Gading 59,alasan_date
Will be transfer to Kelapa Gading 59,alasan_date
Cannot join date in Thursday because of work load. She needs to find another date in another Tangerang area and other day to join date,waktu_tidak_sesuai
as requested by Cassie to move to other Date,alasan_date
no longer active as member for 2 years. cant commit at the moment,tidak_ada_respon
Pindah Gereja. Dia sekarang melayani di Gereja lain dan sudah minta izin,tertanam_di_gereja_lain
"Keinginan sendiri
Pindah gereja",tertanam_di_gereja_lain
Double account atas nama yg sama,Admin
Bentrok dengan jadwal sekolah S2 nya,waktu_tidak_sesuai
"Not Active
Visitor only
Husband don't want to join the meeting
Can""t join married couple",alasan_date
"Not active
Visitor only
Almost a year didn't attend the.
meeting",tidak_ada_respon
Sudah pindah ke luar negeri dan menetap di luar negeri,lokasi
sudah tidak pernah datang date 1 tahun dan sulit di reach out,tidak_ada_respon
"tidak aktif hadir di date dan grup, sudah pindah ke Semarang",lokasi
"tidak bisa join date karena pindah jam kerja, jadi saya sarankan cari date lain supaya bisa ikut date yang sesuai dia bisa hari dan jam nya.",waktu_tidak_sesuai
Pindah gereja sehingga sudah tidak beribadah lagi di Jpcc,tertanam_di_gereja_lain
DM bersangkutan sedang kuliah di luar negeri.,lokasi
Pindah tempat domilisi ke bandung,lokasi
Tidak aktif date lagi sudab setahun,tidak_ada_respon
Marhen telah menetap di Belgia,lokasi
Tidak pernah hadir sudah lebih dari 4 bulan & respon,tidak_ada_respon
bukan date member. istrinya yang date member,Admin
"pindah gereja, ikut calon suami",tertanam_di_gereja_lain
Nga ada kabar uda 3 bln. Di kontak tidak bisa,tidak_ada_respon
Pindah ke Medan dikarenakan pekerjaan,lokasi
"Pindah Kota ke Bandung, karena pernikahan",lokasi
Pindah ke Negara amerika karena personal reason,lokasi
"Masuk ke musim yang baru , dunia pekerjaan",perbedaan_musim_kehidupan 
"Masuk di musim yang baru , pernikahan",perbedaan_musim_kehidupan 
Pindah domisili ke jakarta timur dan blm mau kembali join date,lokasi
schedule nya tabrakan dgn waktu kerja dan lokasi rumah sangat jauh di bogor,waktu_tidak_sesuai
Date member mengundurkan diris,others
Date member mengundurkan diris,others
pindah ibadah karrna ngak mau Vaksin covit 19,tertanam_di_gereja_lain
telah menetap di Bandung dan agar tertanam di gereja lokal,lokasi
pindah tempat tinggal ke Sleman,lokasi
Pindah keluar kota dan belum tahu kapan akan kembali lagi.,lokasi
Pindah keluar kota dan masih belum tahu kapan akan kembali,lokasi
Study abroad to France and will find local church’s community,lokasi
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",lokasi
"stefen dan vina sekeluarga memutuskan untuk pindah ke tasikmalaya, jadi mereka mau keluar dari date",lokasi
Sudah lama gak aktif join DATE,tidak_ada_respon
DATE location has changed too far from member’s home,lokasi
Pindah ke luar kota jadi cari komunitas lain.,lokasi
Sdh pindah rumah dan tidak bs hadir di date lagi,lokasi
"Pindah keluar kota, dan akan mencari komunitas baru",lokasi
"Moving to Palu, and has been nurtured in local church in Palu - GBI Rock",tertanam_di_gereja_lain
Moving to china to continue her study,lokasi
Pindah rumah ke wilayah yg beda dan jauh.,lokasi
Pindah rumah ke wilayah yg beda dan jauh.,lokasi
"Pindah ke Alam Sutera 17. Menurut keterangan, hanya bisa invite by email karena DATE nya sudah penuh. Tidak bisa trf.",alasan_date
Find other date for Marriage couple,alasan_date
Find other Date for Marriage couple,alasan_date
Karena DATE pindah ke lokasi yang jauh dari rmhnya,lokasi
"dater sangat sibuk dgn kerjaan nya dan belum bisa komit ke date, selain itu lokasi yg jauh maka dater berkehendak utk pindah dari date ini... namun dia berjanji akan mendaftar date lagi di daerah tempat tinggal dia setelah load kerjaan membaik",waktu_tidak_sesuai
"dater pindah ke daerah pik dan sangat sibuk di hari kerja, karena itu dia akan mencari date lain yang sesuai dengan keadaan dia disana.",lokasi
"dater inj dan istri nya smakin tidak possible utk hadir di date kami, selain hari yg tdk sesuai terlebih juga lokasi yg makin jauh...dan juga nanti nya mereka berencana mencari date lain yg sedaerah & married couple.",waktu_tidak_sesuai
pindah wilayah dan tidak bisa ikut join date lagi karena lokasi terlalu jauh,lokasi
Tidak aktif di date karena sudah beda lokasi,lokasi
Sudah tidak aktif di DATE. Pamit mundur.,others
Wrong inputs data from Adela.,Admin
Sudah memutuskan untuk ikut istrinya karena perbedaan agama. Istri mike beragama Katolik. Mike sudah tidak pernah ikut ibadah di JPCC.,tertanam_di_gereja_lain
"A Date Member accidentally added her friend to this date, hence we are removing this member",Admin
"The Date Member has just married, and after careful consideration and discussion with her husband, they decided to move to closer local church which is also under JKI. No other specific reasons other than distance matter",tertanam_di_gereja_lain
"memutuskan untuk tidak lagi tergabung dalam DATE, karena tidak mau dimuridkan lagi",others
tidak aktif lebih dari 6 bulan,tidak_ada_respon
tidak aktif lebih dr 6 bln dan tidak ada kabar,tidak_ada_respon
Mencari waktu/hari yg baru krn perubahan aktivitas dikantor yg mwmbuat sulit utk berkomitmen di Date dlm 6bln terakhir. Vita request utk keluar dulu sampai ketemu strategi baru utk bs komitmen lg di suatu date.,waktu_tidak_sesuai
6 bulan lebih tidak datang DATE sama sekali.,tidak_ada_respon
Pindah domisili ke Pekalongan.,lokasi
ingin pindah lokasi date krn pindah kerja,lokasi
"keliru masuk DATE, harusnya di DATE SUDIRMAN7",Admin
Pindah tempat tinggal dan tidak dapat join date bekasi karena jarak dan kesibukan pekerjaan. saat ini memutuskan untuk stay di Bali bbrp waktu kedepan.,lokasi
"Karena pasangannya katolik, dia mau fokus belajar ajaran katolik",tertanam_di_gereja_lain
Sudah setahun tidak join date lagi,tidak_ada_respon
Pindah domisili ke surabaya dan pindah gereja di surabaya,lokasi
Tidak tertanam d date tidak pernah hadir,tidak_ada_respon
Sudah lama tidak hadir pertemuan date dan memutuskan keluar dari date,tidak_ada_respon
Sudah lama tidak hadir pertemuan date dan memutuskan keluar dari date,tidak_ada_respon
he decided to stay in his fam church,tertanam_di_gereja_lain
Multiplication to new Date WR1,alasan_date
Unable to join DATE and Sunday Service in JPCC,Admin
Ybs sudah berjemaat di gereja lain,tertanam_di_gereja_lain
Ingin mencoba date offline yang lain.,alasan_date
"Move to another island, no longer stay in jpcc and date",lokasi
"Pindah ke tangerang, dan belum rencana mencari date. Sedang mengatur area area kehidupan yg lain",lokasi
"Kembali ke solo, sudah tidak di jakarta",lokasi
Cuti date karena fokus ke anak,perbedaan_musim_kehidupan 
Cuti date karena mau fokus ke anak,perbedaan_musim_kehidupan 
For good ke surabaya. Sudah tidak di jakarta,lokasi
waktu DATE bentrok dengan pekerjaan dan aktivitas keluarga,waktu_tidak_sesuai
waktu DATE bentrok dengan pekerjaan,waktu_tidak_sesuai
Jadwal untuk DATE sudah tidak cocok,waktu_tidak_sesuai
"Saat ini Dika sudah pindah ke Medan sudah hanpir 2 tahun, dan bulan 3 memutuskan utk menikah dan pindah gereja Advent.",lokasi
"Sudah tidak hadir DATE lebih dari setengah tahun ke belakang, kita mau let go supaya dapat mengakomodasi new DM",tidak_ada_respon
Pindah domisili bekasi sehingga tidak lagi bisa aktif di DATE karena akan mulai onsite,lokasi
Member pindah ke gereja lain untuk beribadah dan pelayanan mengikuti keluarganya,tertanam_di_gereja_lain
no longer attending date for more than a year. And our date has changed location.,tidak_ada_respon
Ingin pidah Date tapi masih belom pasti kapan dan dimananya,alasan_date
Pindah ke Surabaya dan berjemaat di greja lokal di SBY,lokasi
Karena ybs sdh tdk aktif selama sejak April 2021 dan tdk respon setiap di wa dan ditelepon,tidak_ada_respon
"Pindah rumah, tidak hadir date",lokasi
"Pindah rumah, tidak hadir date",lokasi
Tidak pernah hadir date sejak pandemi,tidak_ada_respon
Tidak pernah hadir date sejak pandemi,tidak_ada_respon
"Date multi, DM mencari Date yang lain",alasan_date
"Date multi, DM mencari Date yang lain",alasan_date
"Date multi, DM mencari Date yang lain",alasan_date
"Date multi, DM mencari Date yang lain",alasan_date
DM pindah kota setelah menikah,lokasi
"Date multi, DM mencari Date yang lain",alasan_date
"Date multi, DM mencari Date yang lain",alasan_date
sudah pindah lokasi kerja di jakarta,lokasi
Double entry (member unable to open acct so he created another one).,Admin
tempat tinggal sudah pindah ke daerah barat,lokasi
"Rencana akan pindah date baru, tapi mau trial dulu sementara akan jadi partner",alasan_date
"tidak pernah hadir date, sudah diberikan kesempatan untuk mencoba date di dekat tempat tinggal (bekasi) tetapi tidak komit juga kehadirannya.",tidak_ada_respon
"tidak pernah hadir date, sudah diberikan kesempatan untuk mencoba date di dekat tempat tinggal (bekasi) tetapi tidak komit juga kehadirannya.",tidak_ada_respon
"Julia mengundurkan diri dari Date, karena waktu untuk date bentrok dengan waktu kerja.",waktu_tidak_sesuai
"Can't be reached, more than 3 months without any response in date. and we already suggest an other Date to her, but still doesn't hv any response. so i think, she didnt want to join in a date.",tidak_ada_respon
He decided to move into new church. Same reason as his wife.,tertanam_di_gereja_lain
She decided to move into another church closer to her house because she just having a baby. Also it’s too hard for her to get a seat every sunday.,tertanam_di_gereja_lain
never came because it has moved place,lokasi
moved out of town for work.,lokasi
never came to date for 6 months,tidak_ada_respon
never came to date for 6 months,tidak_ada_respon
Harris back for good to melbourne,lokasi
DM tidak bisa aktif di DATE dan memutuskan utk vakum sementara sambil mencari NEW DATE yg lebih dekat dg rumahnya,alasan_date
DM tidak bisa aktif di DATE dan memutuskan utk vakum sementara sambil mencari NEW DATE yg lebih dekat dg rumahnya,alasan_date
tidak joint Date lg krn pindah tmpt tinggal dan mau mencari komunitas bible study,lokasi
salah penempatan usia kategori married couple,alasan_date
salah penempatan usia kategori married couples,alasan_date
"Mengundurkan diri krn keterbatasan waktu, krn memiliki anak yg msh toddler yg blum bs ditinggal ataupun dibawa",waktu_tidak_sesuai
Memutuskan untuk off dulu dari date,others
Memutuskan untuk off dulu dari date,others
Pindah kerja ke luar negeri dgn pasangan,lokasi
Pindah kerja ke luar negeri dgn pasangan,lokasi
For a year never came to Date,tidak_ada_respon
"diluar jakarta kerjanya, dan tidak berdomisili di jkt lg",lokasi
Pindah kota ke tempat yang baru,lokasi
Karena telah for good untuk kembali ke kota kelahiran,lokasi
Cari date merrid couple dan pindah lokasi rumah,lokasi
Nolonger in jpccc and out of town,lokasi
"belum date member, namun terdaftar karena masuk database, istrinya yg dm duluan. jd derry yg sebagai suaminya dan non dm, kita remove lagi sampai ada konfirmasi lanjutan.",Admin
double data di sistem jd satunya akan kami remove.,Admin
Tidak biaa hadir selama 6 bulan lebih,tidak_ada_respon
Sementara waktu Leave group date untuk ambil waktu sendiri,others
di luar kota .. berjemaat di gereja lain,lokasi
Pindah di Kamboja dalam waktu yang lama (beberapa tahun kedepan),lokasi
karena date member belum aktif,others
Want to change date location that can attend onsite,alasan_date
Want to change date location that can attend onsite,alasan_date
Mau pindah date ke daerah baru di pejaten,lokasi
Mau pindah date ke daerah baru di pejaten,lokasi
"Sibuk bekerja, belum bisa date dulu sementara waktu",waktu_tidak_sesuai
Sudah tidak aktif lagi di date,tidak_ada_respon
Pindah lokasi tinggal jadi pindah lokasi date,lokasi
"Pindah domisili ke Bali, sudah join komsel di Hillsong Bali, masih tetap join di grup, sesekali bisa untuk join DATE online",lokasi
"Cuti 6 bln karena kuliah S2 bentrok 1 semester ke depan, tapi akan join lagi nanti setelah cuti, dan masih tetap di grup",waktu_tidak_sesuai
"Tdk pernah datang date, undangan date tdk direspon, dianjurkan pindah date juga tdk direspon, tdk pernah ada keterangan.",tidak_ada_respon
"Hari Rabu, Tessa bekerja sampai malam, sehingga tidak bisa ikut date. Dan saat ini, Tessa sudah mulai tertanam di Date lain di hari Kamis.",alasan_date
Verra sudah meNikah dan tinggal di bogor sama suami,lokasi
"Pindah ke DATE Tanjung Duren 7. tapi status DATEnya penuh, jadi tidak bisa ditransfer",alasan_date
Tidak bisa komit di date krn di tahun 2023 ini punya plan untuk reorganize Prioritas pribadi,others
pindah gereja. Sudah lama tidak DATE,tertanam_di_gereja_lain
Sudah keluar negri dan tidak bisa datang date lg..,lokasi
sudah 2 tahun tidak DATE dan susah untuk dicontact,tidak_ada_respon
Belum menjadi DM hanya teregistrasi utk ibadah minggu onsite,others
"Date mulai full offline, dan saat ini Rach tinggal di Gading Serpong. Jadi tidak memungkinkan untuk join date offline di Tebet",alasan_date
Sudah tidak pernah datang date,tidak_ada_respon
"Date kembali diadakan offline, dan rumahnya jauh ke lokasi date saat ini. Mau mencari date yang lokasiny lebih dekat",alasan_date
Duplicate. Double member dengan email dan phone number yg sama,Admin
"never show up in date, never reply my message",tidak_ada_respon
pindah ke luar pulau sudah ketemu gereja lokal juga disana.,lokasi
DM already passed away. RIP Kak Ully.,others
Not active member since last year,tidak_ada_respon
Not active member since last year,tidak_ada_respon
Not active member since last year,tidak_ada_respon
Not active member since last year,tidak_ada_respon
Terakhir date tanggal 17 juli 2022 dan sudah tidak ada kabar dari akhir oktober 2022.,tidak_ada_respon
Finding new date near with office,alasan_date
Finding new date near with office,alasan_date
Finding new date near with office,alasan_date
Finding new date near with office,alasan_date
Moving to bali for good opportunities,lokasi
DATE member terkait pindah kuliah ke negara lain,lokasi
Member is busy at work and family life at the moment. Prefer to be a partner at the meantime.,waktu_tidak_sesuai
Member is busy at work and often have to travel for work. Prefer to be a partner at the meantime.,waktu_tidak_sesuai
